Word,Polarity
incarcerate,0.0
incarcerated,0.0
incarcerates,0.0
incarcerating,0.0
incarceration,0.0
incarcerations,0.0
incidence,0.0
incidences,0.0
incident,0.0
incidents,0.0
incompatibilities,0.0
incompatibility,0.0
incompatible,0.0
incompetence,-1.0212
incompetency,0.0
incompetent,-0.9534
incompetently,0.0
incompetents,0.0
incomplete,0.0
incompletely,0.0
incompleteness,0.0
inconclusive,0.0
inconsistencies,0.0
inconsistency,0.0
inconsistent,0.0
inconsistently,0.0
inconvenience,-0.7224
inconveniences,0.0
inconvenient,-0.68
incorrect,0.0
incorrectly,0.0
incorrectness,0.0
indecency,0.0
indecent,0.0
indefeasible,0.0
indefeasibly,0.0
indict,0.0
indictable,0.0
indicted,0.0
indicting,0.0
indictment,0.0
indictments,0.0
ineffective,-0.256
ineffectively,-0.6364
ineffectiveness,-0.6364
inefficiencies,0.0
inefficiency,0.0
inefficient,0.0
inefficiently,0.0
ineligibility,0.0
ineligible,0.0
inequitable,0.0
inequitably,0.0
inequities,0.0
inequity,0.0
inevitable,0.0
inexperience,0.0
inexperienced,0.0
inferior,-0.8038
inflicted,0.0
infraction,0.0
infractions,0.0
infringe,0.0
infringed,0.0
infringement,-0.9534
infringements,0.0
infringes,0.0
infringing,0.0
inhibited,-0.2054
inimical,0.0
injunction,0.0
injunctions,0.0
injure,0.0
injured,-0.8038
injures,0.0
injuries,0.0
injuring,0.0
injurious,0.0
injury,-0.843
inordinate,0.0
inordinately,0.0
inquiry,0.0
insecure,-0.843
insensitive,-0.4526
insolvencies,0.0
insolvency,0.0
insolvent,0.0
instability,0.0
insubordination,0.0
insufficiency,0.0
insufficient,0.0
insufficiently,0.0
insurrection,0.0
insurrections,0.0
intentional,0.0
interfere,0.0
interfered,0.0
interference,0.0
interferences,0.0
interferes,0.0
interfering,0.0
intermittent,0.0
intermittently,0.0
interrupt,-0.68
interrupted,-0.592
interrupting,-0.592
interruption,-0.7224
interruptions,-0.8038
interrupts,-0.6364
intimidation,-0.843
intrusion,0.0
invalid,0.0
invalidate,0.0
invalidated,0.0
invalidates,0.0
invalidating,0.0
invalidation,0.0
invalidity,0.0
investigate,0.0
investigated,0.0
investigates,0.0
investigating,0.0
investigation,0.0
investigations,0.0
involuntarily,0.0
involuntary,0.0
irreconcilable,0.0
irreconcilably,0.0
irrecoverable,0.0
irrecoverably,0.0
irregular,0.0
irregularities,0.0
irregularity,0.0
irregularly,0.0
irreparable,0.0
irreparably,0.0
irreversible,-0.4046
jeopardize,0.0
jeopardized,0.0
justifiable,0.0
kickback,0.0
kickbacks,0.0
knowingly,0.0
lack,-0.6364
lacked,0.0
lacking,0.0
lackluster,0.0
lacks,0.0
lag,-0.68
lagged,-0.592
lagging,-0.5464
lags,-0.7224
lapse,0.0
lapsed,0.0
lapses,0.0
lapsing,0.0
late,0.0
laundering,0.0
layoff,0.0
layoffs,0.0
lie,0.0
limitation,-0.592
limitations,0.0
lingering,0.0
liquidate,0.0
liquidated,0.0
liquidates,0.0
liquidating,0.0
liquidation,0.0
liquidations,0.0
liquidator,0.0
liquidators,0.0
litigant,0.0
litigants,0.0
litigate,0.0
litigated,0.0
litigates,0.0
litigating,0.0
litigation,-0.4046
litigations,0.0
lockout,0.0
lockouts,0.0
lose,-0.8038
loses,-0.6364
losing,-0.7636
loss,-0.6364
losses,-0.8038
lost,-0.6364
lying,-1.0534
malfeasance,0.0
malfunction,0.0
malfunctioned,0.0
malfunctioning,0.0
malfunctions,0.0
malice,0.0
malicious,0.0
maliciously,0.0
malpractice,0.0
manipulate,0.0
manipulated,-0.7636
manipulates,0.0
manipulating,-0.7224
manipulation,-0.592
manipulations,0.0
manipulative,0.0
markdown,0.0
markdowns,0.0
misapplication,0.0
misapplications,0.0
misapplied,0.0
misapplies,0.0
misapply,0.0
misapplying,0.0
misappropriate,0.0
misappropriated,0.0
misappropriates,0.0
misappropriating,0.0
misappropriation,0.0
misappropriations,0.0
misbranded,0.0
miscalculate,0.0
miscalculated,0.0
miscalculates,0.0
miscalculating,0.0
miscalculation,0.0
miscalculations,0.0
mischaracterization,0.0
mischief,-0.7224
misclassification,0.0
misclassifications,0.0
misclassified,0.0
misclassify,0.0
miscommunication,0.0
misconduct,0.0
misdated,0.0
misdemeanor,0.0
misdemeanors,0.0
misdirected,0.0
mishandle,0.0
mishandled,0.0
mishandles,0.0
mishandling,0.0
misinform,0.0
misinformation,-0.6364
misinformed,-0.7636
misinforming,0.0
misinforms,0.0
misinterpret,0.0
misinterpretation,0.0
misinterpretations,0.0
misinterpreted,-0.6364
misinterpreting,0.0
misinterprets,0.0
misjudge,0.0
misjudged,0.0
misjudges,0.0
misjudging,0.0
misjudgment,0.0
misjudgments,0.0
mislabel,0.0
mislabeled,0.0
mislabeling,0.0
mislabelled,0.0
mislabels,0.0
mislead,0.0
misleading,-0.8038
misleadingly,0.0
misleads,0.0
misled,0.0
mismanage,0.0
mismanaged,0.0
mismanagement,0.0
mismanages,0.0
mismanaging,0.0
mismatch,0.0
mismatched,0.0
mismatches,0.0
mismatching,0.0
misplaced,0.0
misprice,0.0
mispricing,0.0
mispricings,0.0
misrepresent,0.0
misrepresentation,-0.9176
misrepresentations,0.0
misrepresented,0.0
misrepresenting,0.0
misrepresents,0.0
miss,-0.3062
missed,-0.592
misses,-0.4526
misstate,0.0
misstated,0.0
misstatement,0.0
misstatements,0.0
misstates,0.0
misstating,0.0
misstep,0.0
missteps,0.0
mistake,-0.68
mistaken,-0.7224
mistakenly,-0.592
mistakes,-0.7224
mistaking,-0.5464
mistrial,0.0
mistrials,0.0
misunderstand,-0.7224
misunderstanding,-0.843
misunderstandings,0.0
misunderstood,-0.68
misuse,0.0
misused,0.0
misuses,0.0
misusing,0.0
monopolistic,0.0
monopolists,0.0
monopolization,0.0
monopolize,-0.4046
monopolized,-0.4526
monopolizes,-0.5464
monopolizing,-0.256
monopoly,0.0
moratoria,0.0
moratorium,0.0
moratoriums,0.0
mothballed,0.0
mothballing,0.0
negative,-1.1438
negatively,0.0
negatives,0.0
neglect,-0.9176
neglected,-1.0534
neglectful,-0.9176
neglecting,-0.8038
neglects,-0.9878
negligence,0.0
negligences,0.0
negligent,0.0
negligently,0.0
nonattainment,0.0
noncompetitive,0.0
noncompliance,0.0
noncompliances,0.0
noncompliant,0.0
noncomplying,0.0
nonconforming,0.0
nonconformities,0.0
nonconformity,0.0
nondisclosure,0.0
nonfunctional,0.0
nonpayment,0.0
nonpayments,0.0
nonperformance,0.0
nonperformances,0.0
nonperforming,0.0
nonproducing,0.0
nonproductive,0.0
nonrecoverable,0.0
nonrenewal,0.0
nuisance,0.0
nuisances,0.0
nullification,0.0
nullifications,0.0
nullified,0.0
nullifies,0.0
nullify,0.0
nullifying,0.0
objected,0.0
objecting,0.0
objection,0.0
objectionable,0.0
objectionably,0.0
objections,0.0
obscene,-1.1718
obscenity,0.0
obsolescence,0.0
obsolete,-0.592
obstacle,-0.7224
obstacles,-0.7636
obstruct,0.0
obstructed,0.0
obstructing,0.0
obstruction,0.0
obstructions,0.0
offence,-0.592
offences,-0.68
offend,-0.592
offended,-0.5
offender,-0.7224
offenders,-0.7224
offending,-1.0212
offends,-0.9176
omission,0.0
omissions,0.0
omit,0.0
omits,0.0
omitted,0.0
omitting,0.0
onerous,0.0
opportunistic,-0.0516
opportunistically,0.4526
oppose,0.0
opposed,0.0
opposes,0.0
opposing,0.0
opposition,0.0
oppositions,0.0
outage,0.0
outages,0.0
outdated,0.0
outmoded,0.0
overage,0.0
overages,0.0
overbuild,0.0
overbuilding,0.0
overbuilds,0.0
overbuilt,0.0
overburden,0.0
overburdened,0.0
overburdening,0.0
overcapacities,0.0
overcapacity,0.0
overcharge,0.0
overcharged,0.0
overcharges,0.0
overcharging,0.0
overcome,0.0
overcomes,0.0
overcoming,0.0
overdue,0.0
overestimate,0.0
overestimated,0.0
overestimates,0.0
overestimating,0.0
overestimation,0.0
overestimations,0.0
overload,-0.7224
overloaded,0.0
overloading,0.0
overloads,0.0
overlook,0.0
overlooked,-0.0516
overlooking,0.0
overlooks,0.0
overpaid,0.0
overpayment,0.0
overpayments,0.0
overproduced,0.0
overproduces,0.0
overproducing,0.0
overproduction,0.0
overrun,0.0
overrunning,0.0
overruns,0.0
overshadow,0.0
overshadowed,0.0
overshadowing,0.0
overshadows,0.0
overstate,0.0
overstated,0.0
overstatement,-0.5464
overstatements,-0.3558
overstates,0.0
overstating,0.0
oversupplied,0.0
oversupplies,0.0
oversupply,0.0
oversupplying,0.0
overtly,0.0
overturn,0.0
overturned,0.0
overturning,0.0
overturns,0.0
overvalue,0.0
overvalued,0.0
overvaluing,0.0
panic,-1.0212
panics,-0.8808
penalize,0.0
penalized,0.0
penalizes,0.0
penalizing,0.0
penalties,0.0
penalty,-0.9176
peril,-0.8038
perils,0.0
perjury,-0.8808
perpetrate,0.0
perpetrated,0.0
perpetrates,0.0
perpetrating,0.0
perpetration,0.0
persist,0.0
persisted,0.0
persistence,0.0
persistent,0.0
persistently,0.0
persisting,0.0
persists,0.0
pervasive,0.0
pervasively,0.0
pervasiveness,0.0
petty,-0.4046
picket,0.0
picketed,0.0
picketing,0.0
plaintiff,0.0
plaintiffs,0.0
plea,0.0
plead,0.0
pleaded,0.0
pleading,0.0
pleadings,0.0
pleads,0.0
pleas,0.0
pled,0.0
poor,-0.9534
poorly,0.0
poses,0.0
posing,0.0
postpone,-0.4526
postponed,-0.4046
postponement,0.0
postponements,0.0
postpones,-0.5464
postponing,-0.256
precipitated,0.0
precipitous,0.0
precipitously,0.0
preclude,0.0
precluded,0.0
precludes,0.0
precluding,0.0
predatory,0.0
prejudice,-1.0212
prejudiced,-0.8808
prejudices,-0.843
prejudicial,-1.1148
prejudicing,-0.843
premature,0.0
prematurely,0.0
pressing,0.0
pretrial,0.0
preventing,-0.0516
prevention,0.0
prevents,0.1544
problem,-0.8038
problematic,-0.8808
problematical,-0.843
problems,-0.8038
prolong,0.0
prolongation,0.0
prolongations,0.0
prolonged,0.0
prolonging,0.0
prolongs,0.0
prone,0.0
prosecute,-0.8038
prosecuted,-0.7636
prosecutes,-0.843
prosecuting,0.0
prosecution,-0.9878
prosecutions,0.0
protest,-0.5
protested,-0.256
protester,0.0
protesters,-0.4526
protesting,-0.843
protestor,0.0
protestors,0.0
protests,-0.4526
protracted,0.0
protraction,0.0
provoke,-0.8038
provoked,-0.5464
provokes,-0.6364
provoking,-0.4046
punished,-0.9176
punishes,-0.9534
punishing,-1.1148
punishment,-0.9878
punishments,-0.843
punitive,-1.0212
purport,0.0
purported,0.0
purportedly,0.0
purporting,0.0
purports,0.0
question,0.0
questionable,-0.592
questionably,0.0
questioned,-0.2054
questioning,-0.2054
questions,0.0
quit,0.0
quitting,0.0
racketeer,0.0
racketeering,0.0
rationalization,0.0
rationalizations,0.0
rationalize,0.0
rationalized,0.0
rationalizes,0.0
rationalizing,0.0
reassessment,0.0
reassessments,0.0
reassign,0.0
reassigned,0.0
reassigning,0.0
reassignment,0.0
reassignments,0.0
reassigns,0.0
recall,0.0
recalled,0.0
recalling,0.0
recalls,0.0
recession,-0.843
recessionary,0.0
recessions,0.0
reckless,-0.8038
recklessly,0.0
recklessness,0.0
redact,0.0
redacted,0.0
redacting,0.0
redaction,0.0
redactions,0.0
redefault,0.0
redefaulted,0.0
redefaults,0.0
redress,0.0
redressed,0.0
redresses,0.0
redressing,0.0
refusal,0.0
refusals,0.0
refuse,-0.592
refused,-0.592
refuses,0.0
refusing,-0.8038
reject,-0.8038
rejected,-1.0212
rejecting,-0.9176
rejection,-1.0846
rejections,-0.9534
rejects,-0.9878
relinquish,0.0
relinquished,0.0
relinquishes,0.0
relinquishing,0.0
relinquishment,0.0
relinquishments,0.0
reluctance,-0.68
reluctant,-0.5
renegotiate,0.0
renegotiated,0.0
renegotiates,0.0
renegotiating,0.0
renegotiation,0.0
renegotiations,0.0
renounce,0.0
renounced,0.0
renouncement,0.0
renouncements,0.0
renounces,0.0
renouncing,0.0
reparation,0.0
reparations,0.0
repossessed,0.0
repossesses,0.0
repossessing,0.0
repossession,0.0
repossessions,0.0
repudiate,0.0
repudiated,0.0
repudiates,0.0
repudiating,0.0
repudiation,0.0
repudiations,0.0
resign,-0.68
resignation,-0.592
resignations,-0.592
resigned,-0.5
resigning,-0.4526
resigns,-0.6364
restate,0.0
restated,0.0
restatement,0.0
restatements,0.0
restates,0.0
restating,0.0
restructure,0.0
restructured,0.0
restructures,0.0
restructuring,0.0
restructurings,0.0
retaliate,0.0
retaliated,0.0
retaliates,0.0
retaliating,0.0
retaliation,0.0
retaliations,0.0
retaliatory,0.0
retribution,0.0
retributions,0.0
revocation,0.0
revocations,0.0
revoke,0.0
revoked,0.0
revokes,0.0
revoking,0.0
ridicule,-0.9176
ridiculed,-0.7224
ridicules,-0.843
ridiculing,-0.843
riskier,-0.68
riskiest,-0.7224
risky,-0.4046
sabotage,-1.0534
sacrifice,0.0
sacrificed,0.0
sacrifices,0.0
sacrificial,0.0
sacrificing,0.0
scandalous,-1.0534
scandals,-0.9878
scrutinize,0.0
scrutinized,0.0
scrutinizes,0.0
scrutinizing,0.0
scrutiny,0.0
secrecy,0.0
seize,0.0
seized,0.0
seizes,0.0
seizing,0.0
sentenced,-0.0516
sentencing,-0.3062
serious,-0.1544
seriously,-0.3558
seriousness,-0.1032
setback,0.0
setbacks,0.0
sever,0.0
severe,-0.7636
severed,-0.7224
severely,-0.9176
severities,0.0
severity,0.0
sharply,0.0
shocked,-0.6364
shortage,-0.5
shortages,-0.3062
shortfall,0.0
shortfalls,0.0
shrinkage,0.0
shrinkages,0.0
shut,0.0
shutdown,0.0
shutdowns,0.0
shuts,0.0
shutting,0.0
slander,0.0
slandered,0.0
slanderous,0.0
slanders,0.0
slippage,0.0
slippages,0.0
slow,0.0
slowdown,0.0
slowdowns,0.0
slowed,0.0
slower,0.0
slowest,0.0
slowing,0.0
slowly,0.0
slowness,0.0
sluggish,-0.8038
sluggishly,0.0
sluggishness,0.0
solvencies,0.0
solvency,0.0
spam,-0.7224
spammers,-0.7636
spamming,-0.9534
staggering,0.0
stagnant,0.0
stagnate,0.0
stagnated,0.0
stagnates,0.0
stagnating,0.0
stagnation,0.0
standstill,0.0
standstills,0.0
stolen,-0.9878
stoppage,0.0
stoppages,0.0
stopped,-0.4526
stopping,-0.3062
stops,-0.3062
strain,-0.1032
strained,-0.8038
straining,-0.6364
strains,-0.592
stress,-0.843
stressed,-0.68
stresses,-0.9176
stressful,-1.0212
stressing,-0.7224
stringent,0.0
subjected,0.0
subjecting,0.0
subjection,0.0
subpoena,0.0
subpoenaed,0.0
subpoenas,0.0
substandard,0.0
sue,0.0
sued,0.0
sues,0.0
suffer,-1.0846
suffered,-0.9878
suffering,-0.9534
suffers,-0.9534
suing,-0.5464
summoned,0.0
summoning,0.0
summons,0.0
summonses,0.0
susceptibility,0.0
susceptible,0.0
suspect,-0.592
suspected,-0.4526
suspects,-0.68
suspend,-0.6364
suspended,-0.9534
suspending,0.0
suspends,0.0
suspension,0.0
suspensions,0.0
suspicion,-0.7636
suspicions,-0.7224
suspicious,-0.7224
suspiciously,-0.8038
taint,0.0
tainted,0.0
tainting,0.0
taints,0.0
tampered,0.0
tense,-0.68
terminate,0.0
terminated,0.0
terminates,0.0
terminating,0.0
termination,0.0
terminations,0.0
testify,0.0
testifying,0.0
threat,-1.0534
threaten,-0.7636
threatened,-0.9176
threatening,-1.0534
threatens,-0.7636
threats,-0.843
tightening,0.0
tolerate,0.0
tolerated,0.0
tolerates,0.0
tolerating,0.0
toleration,0.0
tortuous,0.0
tortuously,0.0
tragedies,-0.8808
tragedy,-1.3194
tragic,-0.9176
tragically,-1.1438
traumatic,-1.1438
trouble,-0.8038
troubled,-0.9176
troubles,-0.9176
turbulence,0.0
turmoil,-0.7224
unable,0.0
unacceptable,-0.9176
unacceptably,0.0
unaccounted,0.0
unannounced,0.0
unanticipated,0.0
unapproved,-0.68
unattractive,-0.8808
unauthorized,0.0
unavailability,0.0
unavailable,0.0
unavoidable,0.0
unavoidably,0.0
unaware,-0.4046
uncollectable,0.0
uncollected,0.0
uncollectibility,0.0
uncollectible,0.0
uncollectibles,0.0
uncompetitive,0.0
uncompleted,0.0
unconscionable,0.0
unconscionably,0.0
uncontrollable,-0.7224
uncontrollably,-0.7224
uncontrolled,-0.5
uncorrected,0.0
uncover,0.0
uncovered,0.0
uncovering,0.0
uncovers,0.0
undeliverable,0.0
undelivered,0.0
undercapitalized,0.0
undercut,0.0
undercuts,0.0
undercutting,0.0
underestimate,-0.592
underestimated,-0.5464
underestimates,-0.5464
underestimating,0.0
underestimation,0.0
underfunded,0.0
underinsured,0.0
undermine,-0.592
undermined,-0.7224
undermines,-0.68
undermining,-0.7224
underpaid,0.0
underpayment,0.0
underpayments,0.0
underpays,0.0
underperform,0.0
underperformance,0.0
underperformed,0.0
underperforming,0.0
underperforms,0.0
underproduced,0.0
underproduction,0.0
underreporting,0.0
understate,0.0
understated,0.0
understatement,0.0
understatements,0.0
understates,0.0
understating,0.0
underutilization,0.0
underutilized,0.0
undesirable,-0.8808
undesired,0.0
undetected,0.0
undetermined,0.0
undisclosed,0.0
undocumented,0.0
undue,0.0
unduly,0.0
uneconomic,0.0
uneconomical,0.0
uneconomically,0.0
unemployed,0.0
unemployment,-0.8808
unethical,-1.0212
unethically,0.0
unexcused,0.0
unexpected,0.0
unexpectedly,0.0
unfair,-0.9534
unfairly,0.0
unfavorability,0.0
unfavorable,0.0
unfavorably,0.0
unfavourable,0.0
unfeasible,0.0
unfit,0.0
unfitness,0.0
unforeseeable,0.0
unforeseen,0.0
unforseen,0.0
unfortunate,-0.9176
unfortunately,-0.68
unfounded,0.0
unfriendly,-0.7224
unfulfilled,-0.843
unfunded,0.0
uninsured,0.0
unintended,0.0
unintentional,0.0
unintentionally,0.0
unjust,-1.0212
unjustifiable,0.0
unjustifiably,0.0
unjustified,0.0
unjustly,0.0
unknowing,0.0
unknowingly,0.0
unlawful,0.0
unlawfully,0.0
unlicensed,0.0
unliquidated,0.0
unmarketable,0.0
unmerchantable,0.0
unmeritorious,0.0
unnecessarily,0.0
unnecessary,0.0
unneeded,0.0
unobtainable,0.0
unoccupied,0.0
unpaid,0.0
unperformed,0.0
unplanned,0.0
unpopular,0.0
unpredictability,0.0
unpredictable,0.0
unpredictably,0.0
unpredicted,0.0
unproductive,0.0
unprofitability,0.0
unprofitable,0.0
unqualified,0.0
unrealistic,0.0
unreasonable,0.0
unreasonableness,0.0
unreasonably,0.0
unreceptive,0.0
unrecoverable,0.0
unrecovered,0.0
unreimbursed,0.0
unreliable,0.0
unremedied,0.0
unreported,0.0
unresolved,0.0
unrest,0.0
unsafe,0.0
unsalable,0.0
unsaleable,0.0
unsatisfactory,0.0
unsatisfied,-0.8038
unsavory,-0.8808
unscheduled,0.0
unsellable,0.0
unsold,0.0
unsound,0.0
unstabilized,0.0
unstable,-0.7224
unsubstantiated,0.0
unsuccessful,-0.7224
unsuccessfully,-0.8038
unsuitability,0.0
unsuitable,0.0
unsuitably,0.0
unsuited,0.0
unsure,-0.5
unsuspected,0.0
unsuspecting,0.0
unsustainable,0.0
untenable,0.0
untimely,0.0
untrusted,0.0
untruth,0.0
untruthful,0.0
untruthfully,0.0
untruthfulness,0.0
untruths,0.0
unusable,0.0
unwanted,-0.4526
unwarranted,0.0
unwelcome,-0.8038
unwilling,0.0
unwillingness,0.0
upset,-0.7636
urgency,0.0
urgent,0.4046
usurious,0.0
usurp,0.0
usurped,0.0
usurping,0.0
usurps,0.0
usury,0.0
vandalism,0.0
verdict,0.3062
verdicts,0.1544
vetoed,0.0
victims,-0.6364
violate,-0.9878
violated,-1.0534
violates,-1.0212
violating,-1.0846
violation,-0.9878
violations,-1.0534
violative,-1.0534
violator,-1.0534
violators,-0.8808
violence,-1.2498
violent,-1.1988
violently,-1.1718
vitiate,0.0
vitiated,0.0
vitiates,0.0
vitiating,0.0
vitiation,0.0
voided,0.0
voiding,0.0
volatile,0.0
volatility,0.0
vulnerabilities,-0.3062
vulnerability,-0.4526
vulnerable,-0.4526
vulnerably,-0.592
warn,-0.2054
warned,-0.5464
warning,-0.68
warnings,-0.592
warns,-0.2054
wasted,-0.9878
wasteful,0.0
wasting,-0.8038
weak,-0.8808
weaken,-0.843
weakened,-0.6364
weakening,-0.6364
weakens,-0.6364
weaker,-0.8808
weakest,-1.0212
weakly,-0.843
weakness,-0.843
weaknesses,-0.7224
willfully,0.0
worries,-0.843
worry,-0.8808
worrying,-0.68
worse,-0.9534
worsen,-1.0212
worsened,-0.8808
worsening,-0.9176
worsens,-0.9534
worst,-1.2498
worthless,-0.8808
writedown,0.0
writedowns,0.0
writeoff,0.0
writeoffs,0.0
wrong,-0.9534
wrongdoing,0.0
wrongdoings,0.0
wrongful,0.0
wrongfully,0.0
wrongly,0.0
